date,_id,lat,lng,place_name,place_county,place_type,text
Tue Sep 29 19:41:38 +0000 2020,1311028383044770000,55.872,-4.26896,Glasgow,Glasgow City,city,"""Tuna and Cucumber Sandwich"" in #Glasgow #UnitedKingdom https://t.co/LaEbLqzNV4 #foodwaste #free"
Tue Sep 29 19:41:05 +0000 2020,1311028245010290000,55.0746,-1.58551,Cramlington,Northumberland,suburb,"""Glass wood cafetière french press coffee"" in #Cramlington #UnitedKingdom https://t.co/iiVRB2ubAU #zerowaste #free"
Tue Sep 29 19:41:02 +0000 2020,1311028228660830000,51.1452,0.90016,Willesborough,Kent,suburb,"""Pret fruit salad "" in #Ashford #UnitedKingdom https://t.co/WQAvrqHkFh #foodwaste #free"
Tue Sep 29 19:40:57 +0000 2020,1311028210994420000,51.1452,0.90016,Willesborough,Kent,suburb,"""Pret fruit salad "" in #Ashford #UnitedKingdom https://t.co/5XPnG3ywvs #foodwaste #free"
Tue Sep 29 19:40:57 +0000 2020,1311028210893750000,51.4955,-0.09768,Southwark,London,city,"""Fruit pot "" in #London #UnitedKingdom https://t.co/f4YIPYPwbl #foodwaste #free"
Tue Sep 29 19:40:57 +0000 2020,1311028208968650000,51.1452,0.90016,Willesborough,Kent,suburb,"""Pret fruit salad "" in #Ashford #UnitedKingdom https://t.co/EoosqMUMH3 #foodwaste #free"
Tue Sep 29 19:40:49 +0000 2020,1311028175435170000,51.4955,-0.09768,Southwark,London,city,"""Fruit pot "" in #London #UnitedKingdom https://t.co/68eYd6yV8f #foodwaste #free"
Tue Sep 29 19:40:48 +0000 2020,1311028172331330000,51.4955,-0.09768,Southwark,London,city,"""Fruit pot "" in #London #UnitedKingdom https://t.co/lSZlA7QmHc #foodwaste #free"
Tue Sep 29 19:40:48 +0000 2020,1311028172000050000,53.512,-2.20868,Manchester,Greater Manchester,city,"""Pret macaroni cheese kale cauliflower "" in #Manchester #UnitedKingdom https://t.co/6cgT9MZkHH #foodwaste #free"
Tue Sep 29 19:40:48 +0000 2020,1311028171714830000,51.4336,0.10348,Bexley,London,city,"""Shaving gel."" in #Sidcup #UnitedKingdom https://t.co/qP5gk79ZET #zerowaste #free"
Tue Sep 29 19:40:25 +0000 2020,1311028074541190000,51.1452,0.90016,Willesborough,Kent,suburb,"""Pret super fruit "" in #Ashford #UnitedKingdom https://t.co/HbD2Bzbf3k #foodwaste #free"
Tue Sep 29 19:40:24 +0000 2020,1311028072850780000,51.525476,-0.198201,City of Westminster,,city,"""M&amp;S French Baguette "" in #London #UnitedKingdom https://t.co/tJlGj8BurH #foodwaste #free"
Tue Sep 29 19:40:24 +0000 2020,1311028072339180000,55.872,-4.26896,Glasgow,Glasgow City,city,"""Tuna Melt Toastie"" in #Glasgow #UnitedKingdom https://t.co/eyV7iXUL77 #foodwaste #free"
Tue Sep 29 19:40:13 +0000 2020,1311028024490570000,51.1452,0.90016,Willesborough,Kent,suburb,"""Pret super fruit "" in #Ashford #UnitedKingdom https://t.co/i4hlN4zZBc #foodwaste #free"
Tue Sep 29 19:40:13 +0000 2020,1311028024033320000,55.9461,-3.19651,Edinburgh,City of Edinburgh,city,"""Bircher muesli bowl"" in #Edinburgh #UnitedKingdom https://t.co/aTxlBTtm7X #foodwaste #free"
Tue Sep 29 19:40:10 +0000 2020,1311028014151620000,51.1452,0.90016,Willesborough,Kent,suburb,"""Pret super fruit "" in #Ashford #UnitedKingdom https://t.co/eKUjv6DKMW #foodwaste #free"
Tue Sep 29 19:40:10 +0000 2020,1311028014105460000,51.4955,-0.09768,Southwark,London,city,"""Egg 🥚 pot "" in #London #UnitedKingdom https://t.co/EXMpl48T53 #foodwaste #free"
Tue Sep 29 19:40:00 +0000 2020,1311027971101260000,51.4955,-0.09768,Southwark,London,city,"""Egg 🥚 pot "" in #London #UnitedKingdom https://t.co/EpBmtB18mI #foodwaste #free"
Tue Sep 29 19:39:57 +0000 2020,1311027956408630000,51.4955,-0.09768,Southwark,London,city,"""Egg 🥚 pot "" in #London #UnitedKingdom https://t.co/DMFvsm9M0n #foodwaste #free"
Tue Sep 29 19:39:53 +0000 2020,1311027939551710000,51.4955,-0.09768,Southwark,London,city,"""Egg 🥚 pot "" in #London #UnitedKingdom https://t.co/Z76WfC0S01 #foodwaste #free"
Tue Sep 29 19:39:52 +0000 2020,1311027938377250000,51.4336,0.10348,Bexley,London,city,"""#back2school Pencil case with goodies inside"" in #Sidcup #UnitedKingdom https://t.co/J0JyMIqS5L #zerowaste #free"
Tue Sep 29 19:39:44 +0000 2020,1311027901710710000,51.4955,-0.09768,Southwark,London,city,"""Egg 🥚 pot "" in #London #UnitedKingdom https://t.co/0SFCLa2dfT #foodwaste #free"
Tue Sep 29 19:39:27 +0000 2020,1311027833293110000,51.1452,0.90016,Willesborough,Kent,suburb,"""Pret croissant "" in #Ashford #UnitedKingdom https://t.co/N7bqU3mkvb #foodwaste #free"
Tue Sep 29 19:39:22 +0000 2020,1311027809071110000,51.1452,0.90016,Willesborough,Kent,suburb,"""Pret croissant "" in #Ashford #UnitedKingdom https://t.co/faD4yDMs7w #foodwaste #free"
Tue Sep 29 19:39:21 +0000 2020,1311027807544380000,51.1452,0.90016,Willesborough,Kent,suburb,"""Pret croissant "" in #Ashford #UnitedKingdom https://t.co/1rPdVOW4ha #foodwaste #free"
Tue Sep 29 19:39:17 +0000 2020,1311027789475340000,51.4336,0.10348,Bexley,London,city,"""#back2school mini pens"" in #Sidcup #UnitedKingdom https://t.co/5znsCPSqoq #zerowaste #free"
Tue Sep 29 19:39:14 +0000 2020,1311027778771350000,53.512,-2.20868,Manchester,Greater Manchester,city,"""Pret macaroni prosciutto cheese "" in #Manchester #UnitedKingdom https://t.co/66thROMYas #foodwaste #free"
Tue Sep 29 19:38:58 +0000 2020,1311027709947060000,55.872,-4.26896,Glasgow,Glasgow City,city,"""Tuna Mayo Baguette "" in #Glasgow #UnitedKingdom https://t.co/maxjV2mjDc #foodwaste #free"
Tue Sep 29 19:38:57 +0000 2020,1311027706977450000,51.4336,0.10348,Bexley,London,city,"""#back2school Notebook"" in #Sidcup #UnitedKingdom https://t.co/K2Ho40GAZd #zerowaste #free"
Tue Sep 29 19:38:57 +0000 2020,1311027706960770000,53.833,-1.56489,Leeds,West Yorkshire,city,"""Pret fruit pot"" in #Leeds #UnitedKingdom https://t.co/dk5jcsAa44 #foodwaste #free"
Tue Sep 29 19:38:57 +0000 2020,1311027706713310000,55.872,-4.26896,Glasgow,Glasgow City,city,"""Tuna Mayo Baguette "" in #Glasgow #UnitedKingdom https://t.co/ojy1aap1Ov #foodwaste #free"
Tue Sep 29 19:38:41 +0000 2020,1311027640325800000,55.872,-4.26896,Glasgow,Glasgow City,city,"""Tuna Mayo Baguette "" in #Glasgow #UnitedKingdom https://t.co/QImwVkgp1A #foodwaste #free"
Tue Sep 29 19:38:30 +0000 2020,1311027591155990000,55.872,-4.26896,Glasgow,Glasgow City,city,"""Tuna Mayo Baguette "" in #Glasgow #UnitedKingdom https://t.co/Uzft6eAtTH #foodwaste #free"
Tue Sep 29 19:38:29 +0000 2020,1311027589159450000,53.833,-1.56489,Leeds,West Yorkshire,city,"""Pret yoghurts "" in #Leeds #UnitedKingdom https://t.co/r44b9OUygD #foodwaste #free"
Tue Sep 29 19:38:25 +0000 2020,1311027572696920000,55.872,-4.26896,Glasgow,Glasgow City,city,"""Tuna Mayo Baguette "" in #Glasgow #UnitedKingdom https://t.co/oHog9R00cN #foodwaste #free"
Tue Sep 29 19:38:25 +0000 2020,1311027571774110000,53.512,-2.20868,Manchester,Greater Manchester,city,"""Jambon beurre "" in #Manchester #UnitedKingdom https://t.co/MRtIVDf6Sk #foodwaste #free"
Tue Sep 29 19:38:19 +0000 2020,1311027544670510000,53.512,-2.20868,Manchester,Greater Manchester,city,"""Jambon beurre "" in #Manchester #UnitedKingdom https://t.co/qtl87Gt8at #foodwaste #free"
Tue Sep 29 19:38:19 +0000 2020,1311027544599260000,55.872,-4.26896,Glasgow,Glasgow City,city,"""Tuna Mayo Baguette "" in #Glasgow #UnitedKingdom https://t.co/S2u5l6qEUG #foodwaste #free"
Tue Sep 29 19:38:18 +0000 2020,1311027541528980000,53.512,-2.20868,Manchester,Greater Manchester,city,"""Jambon beurre "" in #Manchester #UnitedKingdom https://t.co/7Lk9v4zfh3 #foodwaste #free"
Tue Sep 29 19:38:18 +0000 2020,1311027540681780000,55.872,-4.26896,Glasgow,Glasgow City,city,"""Tuna Mayo Baguette "" in #Glasgow #UnitedKingdom https://t.co/4QSt416DH6 #foodwaste #free"
Tue Sep 29 19:38:09 +0000 2020,1311027505386710000,51.4336,0.10348,Bexley,London,city,"""Impulse hint of musk"" in #Sidcup #UnitedKingdom https://t.co/nVbrfL6u7Z #zerowaste #free"
Tue Sep 29 19:38:00 +0000 2020,1311027467755410000,51.1452,0.90016,Willesborough,Kent,suburb,"""Prets swirls"" in #Ashford #UnitedKingdom https://t.co/oCGOB6yWjk #foodwaste #free"
Tue Sep 29 19:37:56 +0000 2020,1311027450516730000,51.1452,0.90016,Willesborough,Kent,suburb,"""Prets swirls"" in #Ashford #UnitedKingdom https://t.co/c3UD4hfBaO #foodwaste #free"
Tue Sep 29 19:37:56 +0000 2020,1311027448235130000,51.1452,0.90016,Willesborough,Kent,suburb,"""Prets swirls"" in #Ashford #UnitedKingdom https://t.co/wdTUA2nbvM #foodwaste #free"
Tue Sep 29 19:37:47 +0000 2020,1311027414525410000,51.1452,0.90016,Willesborough,Kent,suburb,"""Prets swirls"" in #Ashford #UnitedKingdom https://t.co/OT5DSS5trA #foodwaste #free"
Tue Sep 29 19:37:45 +0000 2020,1311027405100850000,53.833,-1.56489,Leeds,West Yorkshire,city,"""Pret pastries "" in #Leeds #UnitedKingdom https://t.co/tBTLDiMglw #foodwaste #free"
Tue Sep 29 19:37:45 +0000 2020,1311027405088270000,51.1452,0.90016,Willesborough,Kent,suburb,"""Prets swirls"" in #Ashford #UnitedKingdom https://t.co/7rBjudw6Zm #foodwaste #free"
Tue Sep 29 19:37:45 +0000 2020,1311027404471760000,51.1452,0.90016,Willesborough,Kent,suburb,"""Prets swirls"" in #Ashford #UnitedKingdom https://t.co/zg2gg2NBj8 #foodwaste #free"
Tue Sep 29 19:37:45 +0000 2020,1311027404186500000,51.4336,0.10348,Bexley,London,city,"""Bath bomb"" in #Sidcup #UnitedKingdom https://t.co/jeF7bngKD0 #zerowaste #free"
Tue Sep 29 19:37:24 +0000 2020,1311027314986280000,53.833,-1.56489,Leeds,West Yorkshire,city,"""Pret salads! LATER TIME"" in #Leeds #UnitedKingdom https://t.co/U3Jx6vGNeC #foodwaste #free"
Tue Sep 29 19:37:04 +0000 2020,1311027232903760000,51.1452,0.90016,Willesborough,Kent,suburb,"""Pret chocolate biscuit "" in #Ashford #UnitedKingdom https://t.co/TIcrRRC4Ks #foodwaste #free"
Tue Sep 29 19:37:03 +0000 2020,1311027226272470000,51.1452,0.90016,Willesborough,Kent,suburb,"""Pret chocolate biscuit "" in #Ashford #UnitedKingdom https://t.co/trpyQfMg0l #foodwaste #free"
Tue Sep 29 19:37:02 +0000 2020,1311027221725940000,51.1452,0.90016,Willesborough,Kent,suburb,"""Pret chocolate biscuit "" in #Ashford #UnitedKingdom https://t.co/ZBzwz43alm #foodwaste #free"
Tue Sep 29 19:36:57 +0000 2020,1311027203891760000,51.1452,0.90016,Willesborough,Kent,suburb,"""Pret chocolate biscuit "" in #Ashford #UnitedKingdom https://t.co/ZdDOJaEGm9 #foodwaste #free"
Tue Sep 29 19:36:57 +0000 2020,1311027203631710000,51.1452,0.90016,Willesborough,Kent,suburb,"""Pret chocolate biscuit "" in #Ashford #UnitedKingdom https://t.co/hWZJBoOxOb #foodwaste #free"
Tue Sep 29 19:36:57 +0000 2020,1311027203585560000,53.833,-1.56489,Leeds,West Yorkshire,city,"""Large Pret salad Bowl LATER TIME"" in #Leeds #UnitedKingdom https://t.co/0G3ZwSdFCq #foodwaste #free"
Tue Sep 29 19:36:56 +0000 2020,1311027197847760000,51.4336,0.10348,Bexley,London,city,"""Doll, horse and carriage."" in #Sidcup #UnitedKingdom https://t.co/cxRcOQct2x #zerowaste #free"
Tue Sep 29 19:36:55 +0000 2020,1311027195616300000,51.1452,0.90016,Willesborough,Kent,suburb,"""Pret chocolate biscuit "" in #Ashford #UnitedKingdom https://t.co/iF41amgOeq #foodwaste #free"
Tue Sep 29 19:36:54 +0000 2020,1311027190549680000,53.512,-2.20868,Manchester,Greater Manchester,city,"""Pret chicken avocado basil"" in #Manchester #UnitedKingdom https://t.co/23hpukj50y #foodwaste #free"
Tue Sep 29 19:36:53 +0000 2020,1311027185080250000,53.833,-1.56489,Leeds,West Yorkshire,city,"""Pret toastie"" in #Leeds #UnitedKingdom https://t.co/VFgWhsmDdm #foodwaste #free"
Tue Sep 29 19:35:56 +0000 2020,1311026946998970000,51.1452,0.90016,Willesborough,Kent,suburb,"""Pret Very Berry Croissant"" in #Ashford #UnitedKingdom https://t.co/f6jfxhWKGN #foodwaste #free"
Tue Sep 29 19:35:53 +0000 2020,1311026933577270000,51.1452,0.90016,Willesborough,Kent,suburb,"""Pret Very Berry Croissant"" in #Ashford #UnitedKingdom https://t.co/7fpYag4lkG #foodwaste #free"
Tue Sep 29 19:35:48 +0000 2020,1311026911267750000,51.1452,0.90016,Willesborough,Kent,suburb,"""Pret Very Berry Croissant"" in #Ashford #UnitedKingdom https://t.co/vDZSVaOgJ7 #foodwaste #free"
Tue Sep 29 19:35:44 +0000 2020,1311026897950850000,55.872,-4.26896,Glasgow,Glasgow City,city,"""CrayFish and Avocado Salad"" in #Glasgow #UnitedKingdom https://t.co/D524MLUpir #foodwaste #free"
Tue Sep 29 19:35:44 +0000 2020,1311026895815930000,53.512,-2.20868,Manchester,Greater Manchester,city,"""Pret Swedish meatball wrap "" in #Manchester #UnitedKingdom https://t.co/JB1wIXi7xq #foodwaste #free"
Tue Sep 29 19:35:44 +0000 2020,1311026895232940000,51.1197,0.93235,Mersham,Kent,suburb,"""FILA Boots Size 5"" in #Ashford #UnitedKingdom https://t.co/lpygCWU93o #zerowaste #free"
Tue Sep 29 19:35:35 +0000 2020,1311026858377520000,55.872,-4.26896,Glasgow,Glasgow City,city,"""CrayFish and Avocado Salad"" in #Glasgow #UnitedKingdom https://t.co/FyDcuZRP8l #foodwaste #free"
Tue Sep 29 19:35:35 +0000 2020,1311026857635120000,53.512,-2.20868,Manchester,Greater Manchester,city,"""Pret Swedish meatball wrap "" in #Manchester #UnitedKingdom https://t.co/nLgFrNJQUH #foodwaste #free"
Tue Sep 29 19:35:34 +0000 2020,1311026855760330000,55.872,-4.26896,Glasgow,Glasgow City,city,"""CrayFish and Avocado Salad"" in #Glasgow #UnitedKingdom https://t.co/Ic27T0RLmv #foodwaste #free"
Tue Sep 29 19:35:27 +0000 2020,1311026824688870000,55.872,-4.26896,Glasgow,Glasgow City,city,"""CrayFish and Avocado Salad"" in #Glasgow #UnitedKingdom https://t.co/emhrI8TzzR #foodwaste #free"
Tue Sep 29 19:35:01 +0000 2020,1311026716731730000,51.525476,-0.198201,City of Westminster,,city,"""M&amp;S white tiger loaf "" in #London #UnitedKingdom https://t.co/lp1vfmzNOz #foodwaste #free"
Tue Sep 29 19:34:02 +0000 2020,1311026470437910000,51.1197,0.93235,Mersham,Kent,suburb,"""Cat Chunky Shoes Size 6"" in #Ashford #UnitedKingdom https://t.co/hP3DYVbYep #zerowaste #free"
Tue Sep 29 19:33:02 +0000 2020,1311026217244600000,51.1197,0.93235,Mersham,Kent,suburb,"""Kappa Shoes Size 6"" in #Ashford #UnitedKingdom https://t.co/cqQkMHwmi6 #zerowaste #free"
Tue Sep 29 19:31:46 +0000 2020,1311025896510440000,54.9077,-1.52783,Albany,Tyne and Wear,suburb,"""Paint &amp; Wallpaper"" in #Washington #UnitedKingdom https://t.co/OJ9bReJnGq #zerowaste #free"
Tue Sep 29 19:31:22 +0000 2020,1311025796853760000,50.795,-1.11755,Clayhall,Hampshire,suburb,"""Black cupboard"" in #Gosport #UnitedKingdom https://t.co/Qx2D9BfyoK #zerowaste #free"
Tue Sep 29 19:31:04 +0000 2020,1311025720450220000,51.5027,0.04564,Newham,London,city,"""Multi Socket Extension box"" in #London #UnitedKingdom https://t.co/qmjiaCa9jY #zerowaste #free"
Tue Sep 29 19:30:26 +0000 2020,1311025564304770000,51.6743,-3.93047,Morriston,Swansea,suburb,"""Mix of teabags in individual envelopes"" in #Swansea #UnitedKingdom https://t.co/Iy9fovnaDF #foodwaste #free"
Tue Sep 29 19:24:45 +0000 2020,1311024133690530000,55.9461,-3.19651,Edinburgh,City of Edinburgh,city,"""Posh cheddar and pickle baguette "" in #Edinburgh #UnitedKingdom https://t.co/c7BFrhMfYr #foodwaste #free"
Tue Sep 29 19:24:39 +0000 2020,1311024109204190000,55.9461,-3.19651,Edinburgh,City of Edinburgh,city,"""Posh cheddar and pickle baguette "" in #Edinburgh #UnitedKingdom https://t.co/zxEHzF1hYo #foodwaste #free"
Tue Sep 29 19:24:11 +0000 2020,1311023989012270000,55.9461,-3.19651,Edinburgh,City of Edinburgh,city,"""Ham and Greve baguette "" in #Edinburgh #UnitedKingdom https://t.co/QLFlqosKIR #foodwaste #free"
Tue Sep 29 19:23:50 +0000 2020,1311023903775620000,53.425486,-2.930913,Liverpool,Merseryside,city,"""PRET Crayfish and avacado salad "" in #Liverpool #UnitedKingdom https://t.co/BBqHVUjURr #foodwaste #free"
Tue Sep 29 19:23:35 +0000 2020,1311023837190990000,53.425486,-2.930913,Liverpool,Merseryside,city,"""PRET Crayfish and avacado salad "" in #Liverpool #UnitedKingdom https://t.co/oXZfrJnAdY #foodwaste #free"
Tue Sep 29 19:23:35 +0000 2020,1311023837081940000,55.9461,-3.19651,Edinburgh,City of Edinburgh,city,"""Posh cheddar and pickle baguette "" in #Edinburgh #UnitedKingdom https://t.co/UCM3SufFZV #foodwaste #free"
Tue Sep 29 19:23:34 +0000 2020,1311023835244840000,53.425486,-2.930913,Liverpool,Merseryside,city,"""PRET Crayfish and avacado salad "" in #Liverpool #UnitedKingdom https://t.co/kfaLYgkd8n #foodwaste #free"
Tue Sep 29 19:23:34 +0000 2020,1311023835068720000,55.9461,-3.19651,Edinburgh,City of Edinburgh,city,"""Posh cheddar and pickle baguette "" in #Edinburgh #UnitedKingdom https://t.co/g44Iv6oSv8 #foodwaste #free"
Tue Sep 29 19:23:34 +0000 2020,1311023833462210000,51.500642,-0.046099,Southwark,London,city,"""Tesco pre listing"" in #London #UnitedKingdom https://t.co/bFPqVnviNf #foodwaste #free"
Tue Sep 29 19:23:10 +0000 2020,1311023734195720000,55.9461,-3.19651,Edinburgh,City of Edinburgh,city,"""Posh cheddar and pickle baguette "" in #Edinburgh #UnitedKingdom https://t.co/mNItVZoGac #foodwaste #free"
Tue Sep 29 19:22:51 +0000 2020,1311023654055090000,55.9461,-3.19651,Edinburgh,City of Edinburgh,city,"""Ham and Greve baguette "" in #Edinburgh #UnitedKingdom https://t.co/aQvWoQ2x7s #foodwaste #free"
Tue Sep 29 19:22:28 +0000 2020,1311023559926600000,55.9461,-3.19651,Edinburgh,City of Edinburgh,city,"""Ham and cheese sandwiches "" in #Edinburgh #UnitedKingdom https://t.co/6mvYI1d9po #foodwaste #free"
Tue Sep 29 19:22:24 +0000 2020,1311023543082250000,53.4544,-2.26278,Manchester,Greater Manchester,city,"""TESCO PRELISTING!"" in #Manchester #UnitedKingdom https://t.co/Dn7Dhxx3O7 #foodwaste #free"
Tue Sep 29 19:22:24 +0000 2020,1311023543044500000,55.9461,-3.19651,Edinburgh,City of Edinburgh,city,"""Ham and cheese sandwiches "" in #Edinburgh #UnitedKingdom https://t.co/et7ewUH2YQ #foodwaste #free"
Tue Sep 29 19:22:19 +0000 2020,1311023521317950000,55.9461,-3.19651,Edinburgh,City of Edinburgh,city,"""Ham and cheese sandwiches "" in #Edinburgh #UnitedKingdom https://t.co/CMTLdhpniN #foodwaste #free"
Tue Sep 29 19:22:09 +0000 2020,1311023478250840000,53.425486,-2.930913,Liverpool,Merseryside,city,"""PRET x2 Mango and Banana Sunshine bowl yoghurt"" in #Liverpool #UnitedKingdom https://t.co/lT7XsFVQZ7 #foodwaste #free"
Tue Sep 29 19:20:38 +0000 2020,1311023096011290000,53.425486,-2.930913,Liverpool,Merseryside,city,"""PRET Five Berry bowl yoghurt x2"" in #Liverpool #UnitedKingdom https://t.co/KvgXWma1NV #foodwaste #free"
Tue Sep 29 19:20:16 +0000 2020,1311023004856520000,53.4201,-2.15746,Portwood,Greater Manchester,suburb,"""Rotary washing line "" in #Stockport #UnitedKingdom https://t.co/er7jT3iFNv #zerowaste #free"
Tue Sep 29 19:20:16 +0000 2020,1311023002730060000,52.2046,0.13748,Cambridge,Cambridgeshire,city,"""Pret Hot Food"" in #Cambridge #UnitedKingdom https://t.co/rmKaGu9ZVR #foodwaste #free"
Tue Sep 29 19:19:44 +0000 2020,1311022872077500000,51.5909,-0.40194,Hillingdon,London,city,"""Vanilla body butter"" in #Pinner #UnitedKingdom https://t.co/9BFLgyluPs #zerowaste #free"
Tue Sep 29 19:18:47 +0000 2020,1311022630225550000,52.2046,0.13748,Cambridge,Cambridgeshire,city,"""Pret sandwiches "" in #Cambridge #UnitedKingdom https://t.co/dLC1Ai2E8n #foodwaste #free"
Tue Sep 29 19:18:21 +0000 2020,1311022521651800000,53.5084,-2.19868,Manchester,Greater Manchester,city,"""Tesco pre listing, "" in #Manchester #UnitedKingdom https://t.co/qXYQpqjdbd #foodwaste #free"
Tue Sep 29 19:18:01 +0000 2020,1311022438914890000,51.5194,-0.17612,City of Westminster,,city,"""Small notebook "" in #London #UnitedKingdom https://t.co/D3hNPOlDpY #zerowaste #free"
Tue Sep 29 19:17:17 +0000 2020,1311022252226490000,52.2046,0.13748,Cambridge,Cambridgeshire,city,"""Pret Baguettes "" in #Cambridge #UnitedKingdom https://t.co/ZHTEBxF8Dn #foodwaste #free"
Tue Sep 29 19:15:46 +0000 2020,1311021872969120000,51.3201,-0.61136,Woking,Surrey,town,"""Pret Wrap Hoisin Duck Salad "" in #Woking #UnitedKingdom https://t.co/whGaGwFpaS #foodwaste #free"
Tue Sep 29 19:15:38 +0000 2020,1311021838869430000,53.9401,-1.12055,York,York,city,"""Guess who game. "" in #York #UnitedKingdom https://t.co/8u2PKnHdZX #zerowaste #free"
Tue Sep 29 19:15:23 +0000 2020,1311021775543770000,51.529044,-0.016952,Bow,,suburb,"""Assorted pastries 🥐🥨"" in #London #UnitedKingdom https://t.co/mJ5CsQs2kI #foodwaste #free"
